Date,Province_State,County Name,New Cases/100k population
2020-03-01,Oregon,Washington County,0.0
2020-03-02,Oregon,Washington County,0.1673094136641598
2020-03-03,Oregon,Washington County,0.0
2020-03-04,Oregon,Washington County,0.0
2020-03-05,Oregon,Washington County,0.0
2020-03-06,Oregon,Washington County,0.0
2020-03-07,Oregon,Washington County,0.1673094136641598
2020-03-08,Oregon,Washington County,0.8365470683207991
2020-03-09,Oregon,Washington County,0.0
2020-03-10,Oregon,Washington County,0.0
2020-03-11,Oregon,Washington County,0.0
2020-03-12,Oregon,Washington County,0.3346188273283196
2020-03-13,Oregon,Washington County,0.0
2020-03-14,Oregon,Washington County,0.5019282409924795
2020-03-15,Oregon,Washington County,0.0
2020-03-16,Oregon,Washington County,0.0
2020-03-17,Oregon,Washington County,1.3384753093132784
2020-03-18,Oregon,Washington County,0.3346188273283196
2020-03-19,Oregon,Washington County,0.3346188273283196
2020-03-20,Oregon,Washington County,1.003856481984959
2020-03-21,Oregon,Washington County,1.8404035503057576
2020-03-22,Oregon,Washington County,2.1750223776340776
2020-03-23,Oregon,Washington County,2.3423317912982373
2020-03-24,Oregon,Washington County,1.1711658956491189
2020-03-25,Oregon,Washington County,3.346188273283196
2020-03-26,Oregon,Washington County,1.3384753093132784
2020-03-27,Oregon,Washington County,3.0115694459548767
2020-03-28,Oregon,Washington County,3.0115694459548767
2020-03-29,Oregon,Washington County,2.3423317912982373
2020-03-30,Oregon,Washington County,2.3423317912982373
2020-03-31,Oregon,Washington County,3.0115694459548767
2020-04-01,Oregon,Washington County,0.5019282409924795
2020-04-02,Oregon,Washington County,3.680807100611516
2020-04-03,Oregon,Washington County,2.844260032290717
2020-04-04,Oregon,Washington County,0.0
2020-04-05,Oregon,Washington County,5.186591823588954
2020-04-06,Oregon,Washington County,0.0
2020-04-07,Oregon,Washington County,2.007712963969918
2020-04-08,Oregon,Washington County,1.8404035503057576
2020-04-09,Oregon,Washington County,4.851972996260635
2020-04-10,Oregon,Washington County,0.0
2020-04-11,Oregon,Washington County,1.5057847229774384
2020-04-12,Oregon,Washington County,4.684663582596475
2020-04-13,Oregon,Washington County,2.007712963969918
2020-04-14,Oregon,Washington County,0.8365470683207991
2020-04-15,Oregon,Washington County,-0.1673094136641598
2020-04-16,Oregon,Washington County,2.007712963969918
2020-04-17,Oregon,Washington County,1.1711658956491189
2020-04-18,Oregon,Washington County,0.6692376546566392
2020-04-19,Oregon,Washington County,2.007712963969918
2020-04-20,Oregon,Washington County,0.0
2020-04-21,Oregon,Washington County,1.1711658956491189
2020-04-22,Oregon,Washington County,1.673094136641598
2020-04-23,Oregon,Washington County,3.0115694459548767
2020-04-24,Oregon,Washington County,1.3384753093132784
2020-04-25,Oregon,Washington County,1.3384753093132784
2020-04-26,Oregon,Washington County,1.1711658956491189
2020-04-27,Oregon,Washington County,1.5057847229774384
2020-04-28,Oregon,Washington County,-0.1673094136641598
2020-04-29,Oregon,Washington County,1.1711658956491189
2020-04-30,Oregon,Washington County,1.673094136641598
2020-05-01,Oregon,Washington County,1.5057847229774384
2020-05-02,Oregon,Washington County,1.5057847229774384
2020-05-03,Oregon,Washington County,1.1711658956491189
2020-05-04,Oregon,Washington County,1.673094136641598
2020-05-05,Oregon,Washington County,0.8365470683207991
2020-05-06,Oregon,Washington County,1.003856481984959
2020-05-07,Oregon,Washington County,1.8404035503057576
2020-05-08,Oregon,Washington County,1.3384753093132784
2020-05-09,Oregon,Washington County,1.003856481984959
2020-05-10,Oregon,Washington County,1.8404035503057576
2020-05-11,Oregon,Washington County,2.3423317912982373
2020-05-12,Oregon,Washington County,2.3423317912982373
2020-05-13,Oregon,Washington County,2.1750223776340776
2020-05-14,Oregon,Washington County,0.3346188273283196
2020-05-15,Oregon,Washington County,0.6692376546566392
2020-05-16,Oregon,Washington County,1.3384753093132784
2020-05-17,Oregon,Washington County,0.0
2020-05-18,Oregon,Washington County,1.673094136641598
2020-05-19,Oregon,Washington County,1.003856481984959
2020-05-20,Oregon,Washington County,2.3423317912982373
2020-05-21,Oregon,Washington County,0.1673094136641598
2020-05-22,Oregon,Washington County,1.673094136641598
2020-05-23,Oregon,Washington County,0.6692376546566392
2020-05-24,Oregon,Washington County,2.844260032290717
2020-05-25,Oregon,Washington County,0.8365470683207991
2020-05-26,Oregon,Washington County,0.5019282409924795
2020-05-27,Oregon,Washington County,0.8365470683207991
2020-05-28,Oregon,Washington County,2.007712963969918
2020-05-29,Oregon,Washington County,0.0
2020-05-30,Oregon,Washington County,2.007712963969918
2020-05-31,Oregon,Washington County,0.8365470683207991
2020-06-01,Oregon,Washington County,0.6692376546566392
2020-06-02,Oregon,Washington County,0.6692376546566392
2020-06-03,Oregon,Washington County,0.8365470683207991
2020-06-04,Oregon,Washington County,0.5019282409924795
2020-06-05,Oregon,Washington County,3.346188273283196
2020-06-06,Oregon,Washington County,0.0
2020-06-07,Oregon,Washington County,2.509641204962397
2020-06-08,Oregon,Washington County,1.673094136641598
2020-06-09,Oregon,Washington County,1.1711658956491189
2020-06-10,Oregon,Washington County,1.003856481984959
2020-06-11,Oregon,Washington County,2.509641204962397
2020-06-12,Oregon,Washington County,3.513497686947356
2020-06-13,Oregon,Washington County,0.0
2020-06-14,Oregon,Washington County,4.517354168932315
2020-06-15,Oregon,Washington County,2.509641204962397
2020-06-16,Oregon,Washington County,6.190448305573913
2020-06-17,Oregon,Washington County,3.680807100611516
2020-06-18,Oregon,Washington County,4.182735341603995
2020-06-19,Oregon,Washington County,2.844260032290717
2020-06-20,Oregon,Washington County,6.190448305573913
2020-06-21,Oregon,Washington County,3.680807100611516
2020-06-22,Oregon,Washington County,4.517354168932315
2020-06-23,Oregon,Washington County,7.026995373894712
2020-06-24,Oregon,Washington County,5.186591823588954
2020-06-25,Oregon,Washington County,4.015425927939836
2020-06-26,Oregon,Washington County,6.525067132902233
2020-06-27,Oregon,Washington County,7.361614201223031
2020-06-28,Oregon,Washington County,4.851972996260635
2020-06-29,Oregon,Washington County,4.684663582596475
2020-06-30,Oregon,Washington County,2.676950618626557
2020-07-01,Oregon,Washington County,8.030851855879671
2020-07-02,Oregon,Washington County,11.209730715498708
2020-07-03,Oregon,Washington County,7.528923614887192
2020-07-04,Oregon,Washington County,7.194304787558872
2020-07-05,Oregon,Washington County,8.70008951053631
2020-07-06,Oregon,Washington County,5.688520064581434
2020-07-07,Oregon,Washington County,4.182735341603995
2020-07-08,Oregon,Washington County,5.186591823588954
2020-07-09,Oregon,Washington County,7.361614201223031
2020-07-10,Oregon,Washington County,7.361614201223031
2020-07-11,Oregon,Washington County,8.53278009687215
2020-07-12,Oregon,Washington County,5.353901237253114
2020-07-13,Oregon,Washington County,7.528923614887192
2020-07-14,Oregon,Washington County,8.86739892420047
2020-07-15,Oregon,Washington County,8.198161269543832
2020-07-16,Oregon,Washington County,12.715515438476146
2020-07-17,Oregon,Washington County,5.855829478245593
2020-07-18,Oregon,Washington County,7.696233028551352
2020-07-19,Oregon,Washington County,9.53663657885711
2020-07-20,Oregon,Washington County,6.357757719238073
2020-07-21,Oregon,Washington County,5.019282409924794
2020-07-22,Oregon,Washington County,7.194304787558872
2020-07-23,Oregon,Washington County,5.521210650917274
2020-07-24,Oregon,Washington County,9.03470833786463
2020-07-25,Oregon,Washington County,8.53278009687215
2020-07-26,Oregon,Washington County,6.357757719238073
2020-07-27,Oregon,Washington County,9.70394599252127
2020-07-28,Oregon,Washington County,5.019282409924794
2020-07-29,Oregon,Washington County,9.202017751528787
2020-07-30,Oregon,Washington County,10.373183647177909
2020-07-31,Oregon,Washington County,6.6923765465663925
2020-08-01,Oregon,Washington County,7.194304787558872
2020-08-02,Oregon,Washington County,7.863542442215511
2020-08-03,Oregon,Washington County,3.1788788596190365
2020-08-04,Oregon,Washington County,4.684663582596475
2020-08-05,Oregon,Washington County,7.361614201223031
2020-08-06,Oregon,Washington County,3.680807100611516
2020-08-07,Oregon,Washington County,8.030851855879671
2020-08-08,Oregon,Washington County,9.36932716519295
2020-08-09,Oregon,Washington County,6.859685960230553
2020-08-10,Oregon,Washington County,5.186591823588954
2020-08-11,Oregon,Washington County,7.026995373894712
2020-08-12,Oregon,Washington County,6.859685960230553
2020-08-13,Oregon,Washington County,5.521210650917274
2020-08-14,Oregon,Washington County,3.848116514275676
2020-08-15,Oregon,Washington County,8.70008951053631
2020-08-16,Oregon,Washington County,4.517354168932315
2020-08-17,Oregon,Washington County,3.513497686947356
2020-08-18,Oregon,Washington County,3.680807100611516
2020-08-19,Oregon,Washington County,3.848116514275676
2020-08-20,Oregon,Washington County,8.198161269543832
2020-08-21,Oregon,Washington County,4.182735341603995
2020-08-22,Oregon,Washington County,6.859685960230553
2020-08-23,Oregon,Washington County,4.182735341603995
2020-08-24,Oregon,Washington County,5.353901237253114
2020-08-25,Oregon,Washington County,5.855829478245593
2020-08-26,Oregon,Washington County,2.676950618626557
2020-08-27,Oregon,Washington County,7.863542442215511
2020-08-28,Oregon,Washington County,3.513497686947356
2020-08-29,Oregon,Washington County,5.521210650917274
2020-08-30,Oregon,Washington County,5.521210650917274
2020-08-31,Oregon,Washington County,3.848116514275676
2020-09-01,Oregon,Washington County,6.525067132902233
2020-09-02,Oregon,Washington County,2.676950618626557
2020-09-03,Oregon,Washington County,6.525067132902233
2020-09-04,Oregon,Washington County,3.513497686947356
2020-09-05,Oregon,Washington County,5.688520064581434
2020-09-06,Oregon,Washington County,3.513497686947356
2020-09-07,Oregon,Washington County,3.513497686947356
2020-09-08,Oregon,Washington County,3.680807100611516
2020-09-09,Oregon,Washington County,1.003856481984959
2020-09-10,Oregon,Washington County,4.517354168932315
2020-09-11,Oregon,Washington County,2.844260032290717
2020-09-12,Oregon,Washington County,4.517354168932315
2020-09-13,Oregon,Washington County,5.688520064581434
2020-09-14,Oregon,Washington County,0.0
2020-09-15,Oregon,Washington County,6.357757719238073
2020-09-16,Oregon,Washington County,5.855829478245593
2020-09-17,Oregon,Washington County,4.684663582596475
2020-09-18,Oregon,Washington County,5.521210650917274
2020-09-19,Oregon,Washington County,3.848116514275676
2020-09-20,Oregon,Washington County,4.182735341603995
2020-09-21,Oregon,Washington County,4.350044755268155
2020-09-22,Oregon,Washington County,6.6923765465663925
2020-09-23,Oregon,Washington County,2.3423317912982373
2020-09-24,Oregon,Washington County,8.030851855879671
2020-09-25,Oregon,Washington County,8.53278009687215
2020-09-26,Oregon,Washington County,4.851972996260635
2020-09-27,Oregon,Washington County,3.680807100611516
2020-09-28,Oregon,Washington County,3.513497686947356
2020-09-29,Oregon,Washington County,6.859685960230553
2020-09-30,Oregon,Washington County,5.688520064581434
2020-10-01,Oregon,Washington County,5.521210650917274
2020-10-02,Oregon,Washington County,10.875111888170387
2020-10-03,Oregon,Washington County,5.521210650917274
2020-10-04,Oregon,Washington County,5.521210650917274
2020-10-05,Oregon,Washington County,5.186591823588954
2020-10-06,Oregon,Washington County,5.019282409924794
2020-10-07,Oregon,Washington County,3.848116514275676
2020-10-08,Oregon,Washington County,0.0
2020-10-09,Oregon,Washington County,5.855829478245593
2020-10-10,Oregon,Washington County,8.030851855879671
2020-10-11,Oregon,Washington County,10.373183647177909
2020-10-12,Oregon,Washington County,5.688520064581434
2020-10-13,Oregon,Washington County,7.696233028551352
2020-10-14,Oregon,Washington County,8.36547068320799
2020-10-15,Oregon,Washington County,7.528923614887192
2020-10-16,Oregon,Washington County,9.36932716519295
2020-10-17,Oregon,Washington County,8.030851855879671
2020-10-18,Oregon,Washington County,3.346188273283196
2020-10-19,Oregon,Washington County,3.346188273283196
2020-10-20,Oregon,Washington County,7.361614201223031
2020-10-21,Oregon,Washington County,6.6923765465663925
2020-10-22,Oregon,Washington County,0.0
2020-10-23,Oregon,Washington County,23.925246153974854
2020-10-24,Oregon,Washington County,11.544349542827026
2020-10-25,Oregon,Washington County,9.70394599252127
2020-10-26,Oregon,Washington County,8.53278009687215
2020-10-27,Oregon,Washington County,8.030851855879671
2020-10-28,Oregon,Washington County,7.863542442215511
2020-10-29,Oregon,Washington County,17.73479784840094
2020-10-30,Oregon,Washington County,15.225156643438543
2020-10-31,Oregon,Washington County,14.723228402446065
2020-11-01,Oregon,Washington County,10.038564819849588
2020-11-02,Oregon,Washington County,11.377040129162868
2020-11-03,Oregon,Washington County,9.70394599252127
2020-11-04,Oregon,Washington County,9.36932716519295
2020-11-05,Oregon,Washington County,21.91753319000493
2020-11-06,Oregon,Washington County,20.077129639699177
2020-11-07,Oregon,Washington County,22.08484260366909
2020-11-08,Oregon,Washington County,17.0655601937443
2020-11-09,Oregon,Washington County,19.5752013987067
2020-11-10,Oregon,Washington County,15.727084884431022
2020-11-11,Oregon,Washington County,16.563631952751823
2020-11-12,Oregon,Washington County,28.275290909243008
2020-11-13,Oregon,Washington County,24.59448380863149
2020-11-14,Oregon,Washington County,31.956098009854525
2020-11-15,Oregon,Washington County,18.57134491672174
2020-11-16,Oregon,Washington County,18.7386543303859
2020-11-17,Oregon,Washington County,13.886681334125264
2020-11-18,Oregon,Washington County,28.60990973657133
2020-11-19,Oregon,Washington County,20.411748467027497
2020-11-20,Oregon,Washington County,25.59834029061645
2020-11-21,Oregon,Washington County,36.97538041977932
2020-11-22,Oregon,Washington County,21.41560494901245
2020-11-23,Oregon,Washington County,37.30999924710764
2020-11-24,Oregon,Washington County,30.784932114205407
2020-11-25,Oregon,Washington County,29.948385045884606
2020-11-26,Oregon,Washington County,0.0
2020-11-27,Oregon,Washington County,95.86829402956356
2020-11-28,Oregon,Washington County,26.93681559992973
2020-11-29,Oregon,Washington County,35.46959569680188
2020-11-30,Oregon,Washington County,34.633048628481085
2020-12-01,Oregon,Washington County,27.821194477080883
2020-12-02,Oregon,Washington County,27.96468893382863
2020-12-03,Oregon,Washington County,19.472693159468896
2020-12-04,Oregon,Washington County,40.61826858495889
2020-12-05,Oregon,Washington County,35.59049782368514
2020-12-06,Oregon,Washington County,31.158597257755005
2020-12-07,Oregon,Washington County,30.08538562883804
2020-12-08,Oregon,Washington County,30.92310717546404
2020-12-09,Oregon,Washington County,31.077069420428522
2020-12-10,Oregon,Washington County,21.928938440066776
2020-12-11,Oregon,Washington County,44.593553670490124
2020-12-12,Oregon,Washington County,39.235700151144776
2020-12-13,Oregon,Washington County,34.4994746789088
2020-12-14,Oregon,Washington County,33.350410915414024
2020-12-15,Oregon,Washington County,34.24741754726247
2020-12-16,Oregon,Washington County,34.412216066212835
2020-12-17,Oregon,Washington County,24.583507626618346
2020-12-18,Oregon,Washington County,48.820100609240335
2020-12-19,Oregon,Washington County,43.12166913042624
2020-12-20,Oregon,Washington County,38.07101266875862
2020-12-21,Oregon,Washington County,36.843506953798475
2020-12-22,Oregon,Washington County,37.80182536990241
2020-12-23,Oregon,Washington County,37.97782864860775
2020-12-24,Oregon,Washington County,27.44410049654977
2020-12-25,Oregon,Washington County,53.305609178635706
2020-12-26,Oregon,Washington County,47.25610453895574
2020-12-27,Oregon,Washington County,41.88091100473069
2020-12-28,Oregon,Washington County,40.57237352141758
2020-12-29,Oregon,Washington County,41.59403042081003
2020-12-30,Oregon,Washington County,41.78160694503945
2020-12-31,Oregon,Washington County,30.518416827287226
2021-01-01,Oregon,Washington County,58.05777915610243
2021-01-02,Oregon,Washington County,51.64670615415943
2021-01-03,Oregon,Washington County,45.936869464251174
2021-01-04,Oregon,Washington County,44.544710395697514
2021-01-05,Oregon,Washington County,45.631732477411504
2021-01-06,Oregon,Washington County,45.83125073293411
2021-01-07,Oregon,Washington County,33.8141563962569
2021-01-08,Oregon,Washington County,63.08431031906667
2021-01-09,Oregon,Washington County,56.30117375346351
2021-01-10,Oregon,Washington County,50.24658782474625
2021-01-11,Oregon,Washington County,48.768217354064454
2021-01-12,Oregon,Washington County,49.922631317133
2021-01-13,Oregon,Washington County,50.1344597897179
2021-01-14,Oregon,Washington County,37.33901898088496
2021-01-15,Oregon,Washington County,68.39290244495461
2021-01-16,Oregon,Washington County,61.22720711429414
2021-01-17,Oregon,Washington County,54.8177658636421
2021-01-18,Oregon,Washington County,53.25059417394458
2021-01-19,Oregon,Washington County,54.47442671740072
2021-01-20,Oregon,Washington County,54.69893389281701
2021-01-21,Oregon,Washington County,41.10070435859759
2021-01-22,Oregon,Washington County,73.99125531119243
2021-01-23,Oregon,Washington County,66.4325060140775
2021-01-24,Oregon,Washington County,59.65810335836489
2021-01-25,Oregon,Washington County,57.99954063276405
2021-01-26,Oregon,Washington County,59.294818455640815
2021-01-27,Oregon,Washington County,59.53237281965761
